year,mileage_km,power_kw,objem_motoru,price_czk
2022,66553.0,82.0,1.0,210000.0
2022,66553.0,82.0,1.0,210000.0
2014,240086.0,125.0,2.0,170000.0
2014,240086.0,125.0,2.0,170000.0
2020,157399.0,110.0,1.5,200000.0
2020,157399.0,110.0,1.5,200000.0
2008,281385.0,66.0,1.6,120000.0
2008,281385.0,66.0,1.6,120000.0
2017,95268.0,66.0,1.4,110000.0
2017,95268.0,66.0,1.4,110000.0
2008,79441.0,55.0,1.2,50000.0
2008,79441.0,55.0,1.2,50000.0
2024,21477.0,82.0,1.0,100000.0
2024,21477.0,82.0,1.0,100000.0
2014,61135.0,121.0,2.0,150000.0
2014,61135.0,121.0,2.0,150000.0
2020,169825.0,110.0,1.5,100000.0
2020,169825.0,110.0,1.5,100000.0
2013,190234.0,84.0,1.6,90000.0
2013,190234.0,84.0,1.6,90000.0
2014,158484.0,77.0,1.2,100000.0
2014,158484.0,77.0,1.2,100000.0
2020,186252.0,110.0,2.0,300000.0
2020,186252.0,110.0,2.0,300000.0
2020,103380.0,100.0,1.6,210000.0
2020,103380.0,100.0,1.6,210000.0
2013,177370.0,77.0,1.2,110000.0
2013,177370.0,77.0,1.2,110000.0
2025,8919.0,142.0,2.0,2949000.0
2025,8919.0,142.0,2.0,2949000.0
2025,9225.0,142.0,2.0,3672000.0
2025,9225.0,142.0,2.0,3672000.0
2011,67589.0,88.0,1.4,200000.0
2011,67589.0,88.0,1.4,200000.0
2015,137404.0,100.0,2.0,210000.0
2015,137404.0,100.0,2.0,210000.0
2015,183505.0,140.0,2.0,350000.0
2015,183505.0,140.0,2.0,350000.0
2013,95988.0,44.0,1.0,150000.0
2013,95988.0,44.0,1.0,150000.0
2016,65724.0,130.0,1.6,210000.0
2016,65724.0,130.0,1.6,210000.0
2009,173300.0,103.0,2.0,200000.0
2009,173300.0,103.0,2.0,200000.0
2009,181487.0,96.0,1.4,60000.0
2009,181487.0,96.0,1.4,60000.0
2020,145272.0,110.0,2.0,330000.0
2020,145272.0,110.0,2.0,330000.0
2007,119210.0,61.0,1.4,60000.0
2007,119210.0,61.0,1.4,60000.0
2016,123776.0,100.0,1.6,200000.0
2016,123776.0,100.0,1.6,200000.0
2014,108166.0,96.0,1.7,170000.0
2014,108166.0,96.0,1.7,170000.0
2008,138508.0,84.0,1.6,200000.0
2008,138508.0,84.0,1.6,200000.0
2014,203943.0,110.0,2.0,110000.0
2014,203943.0,110.0,2.0,110000.0
2012,182642.0,125.0,2.0,100000.0
2012,182642.0,125.0,2.0,100000.0
2008,170170.0,51.0,1.2,60000.0
2008,170170.0,51.0,1.2,60000.0
2025,10060.0,195.0,2.0,709000.0
2025,10060.0,195.0,2.0,709000.0
2014,236785.0,77.0,1.6,110000.0
2014,236785.0,77.0,1.6,110000.0
2010,231300.0,78.0,1.5,50000.0
2010,231300.0,78.0,1.5,50000.0
2010,194003.0,125.0,2.0,110000.0
2010,194003.0,125.0,2.0,110000.0
2009,268351.0,151.0,2.4,200000.0
2009,268351.0,151.0,2.4,200000.0
2010,282919.0,88.0,2.0,50000.0
2010,282919.0,88.0,2.0,50000.0
2016,97890.0,132.0,1.8,200000.0
2016,97890.0,132.0,1.8,200000.0
2020,195962.0,110.0,2.0,200000.0
2020,195962.0,110.0,2.0,200000.0
2025,9471.0,142.0,2.0,2792000.0
2025,9471.0,142.0,2.0,2792000.0
2015,51732.0,66.0,1.2,100000.0
2015,51732.0,66.0,1.2,100000.0
2014,176767.0,147.0,2.4,210000.0
2014,176767.0,147.0,2.4,210000.0
2013,196180.0,77.0,1.6,200000.0
2013,196180.0,77.0,1.6,200000.0
2021,161279.0,110.0,1.5,11400.0
2008,124756.0,96.0,1.5,250000.0
2008,124756.0,96.0,1.5,250000.0
2013,173320.0,110.0,2.0,90000.0
2013,173320.0,110.0,2.0,90000.0
2011,120774.0,70.0,1.4,50000.0
2011,120774.0,70.0,1.4,50000.0
2008,99458.0,81.0,1.2,370000.0
2008,99458.0,81.0,1.2,370000.0
2012,157243.0,90.0,1.4,70000.0
2012,157243.0,90.0,1.4,70000.0
2014,111731.0,77.0,1.2,50000.0
2014,111731.0,77.0,1.2,50000.0
2004,93271.0,62.0,1.4,50000.0
2004,93271.0,62.0,1.4,50000.0
2011,171980.0,90.0,1.4,100000.0
2011,171980.0,90.0,1.4,100000.0
2009,178422.0,90.0,1.4,60000.0
2009,178422.0,90.0,1.4,60000.0
2025,9161.0,110.0,2.0,2129000.0
2025,9161.0,110.0,2.0,2129000.0
2024,15572.0,117.0,1.5,200000.0
2024,15572.0,117.0,1.5,200000.0
2023,40756.0,88.0,1.0,210000.0
2023,40756.0,88.0,1.0,210000.0
2017,139502.0,132.0,2.0,200000.0
2017,139502.0,132.0,2.0,200000.0
2008,195613.0,100.0,2.0,60000.0
2008,195613.0,100.0,2.0,60000.0
2021,156492.0,110.0,1.5,210000.0
2021,156492.0,110.0,1.5,210000.0
2021,164574.0,85.0,2.0,270000.0
2021,164574.0,85.0,2.0,270000.0
2003,163261.0,55.0,1.4,70000.0
2003,163261.0,55.0,1.4,70000.0
2016,139098.0,140.0,2.0,150000.0
2016,139098.0,140.0,2.0,150000.0
2019,95757.0,110.0,1.5,94000.0
2015,162927.0,103.0,2.0,250000.0
2015,162927.0,103.0,2.0,250000.0
2019,132637.0,140.0,2.0,400000.0
2019,132637.0,140.0,2.0,400000.0
2013,50761.0,118.0,1.4,210000.0
2013,50761.0,118.0,1.4,210000.0
2013,143282.0,103.0,1.4,100000.0
2013,143282.0,103.0,1.4,100000.0
2013,76337.0,100.0,2.0,150000.0
2013,76337.0,100.0,2.0,150000.0
2014,179040.0,88.0,2.0,260000.0
2014,179040.0,88.0,2.0,260000.0
2006,483900.0,74.0,1.9,170000.0
2006,483900.0,74.0,1.9,170000.0
2005,167529.0,66.0,1.6,50000.0
2005,167529.0,66.0,1.6,50000.0
2016,153085.0,140.0,2.0,110000.0
2016,153085.0,140.0,2.0,110000.0
2014,106383.0,81.0,1.2,110000.0
2014,106383.0,81.0,1.2,110000.0
2017,87210.0,74.0,1.0,250000.0
2017,87210.0,74.0,1.0,250000.0
2019,221647.0,75.0,1.3,170000.0
2019,221647.0,75.0,1.3,170000.0
2011,93457.0,63.0,1.2,50000.0
2011,93457.0,63.0,1.2,50000.0
2014,155882.0,63.0,1.2,100000.0
2014,155882.0,63.0,1.2,100000.0
2016,101087.0,110.0,1.4,210000.0
2016,101087.0,110.0,1.4,210000.0
2009,180949.0,111.0,2.0,200000.0
2009,180949.0,111.0,2.0,200000.0
2011,237501.0,77.0,1.6,60000.0
2011,237501.0,77.0,1.6,60000.0
2016,125605.0,140.0,2.4,400000.0
2016,125605.0,140.0,2.4,400000.0
2022,145407.0,110.0,2.0,220000.0
2022,145407.0,110.0,2.0,220000.0
2008,62709.0,81.0,1.2,200000.0
2008,62709.0,81.0,1.2,200000.0
2008,29917.0,96.0,1.2,310000.0
2008,29917.0,96.0,1.2,310000.0
2011,287468.0,96.0,1.9,70000.0
2011,287468.0,96.0,1.9,70000.0
2013,140866.0,77.0,1.2,50000.0
2013,140866.0,77.0,1.2,50000.0
2012,163153.0,85.0,1.8,500000.0
2012,163153.0,85.0,1.8,500000.0
2007,98814.0,103.0,1.4,150000.0
2007,98814.0,103.0,1.4,150000.0
2014,241337.0,77.0,1.6,250000.0
2014,241337.0,77.0,1.6,250000.0
2008,90461.0,81.0,1.2,200000.0
2008,90461.0,81.0,1.2,200000.0
2019,65392.0,130.0,1.6,150000.0
2019,65392.0,130.0,1.6,150000.0
2019,165770.0,110.0,2.0,200000.0
2019,165770.0,110.0,2.0,200000.0
2009,178887.0,107.0,2.0,50000.0
2009,178887.0,107.0,2.0,50000.0
2016,238430.0,103.0,1.4,100000.0
2016,238430.0,103.0,1.4,100000.0
2017,127095.0,88.0,1.0,150000.0
2017,127095.0,88.0,1.0,150000.0
2016,173946.0,125.0,2.0,100000.0
2016,173946.0,125.0,2.0,100000.0
2009,57828.0,70.0,1.4,150000.0
2009,57828.0,70.0,1.4,150000.0
2013,224487.0,74.0,1.6,300000.0
2013,224487.0,74.0,1.6,300000.0
2015,130915.0,88.0,1.6,100000.0
2015,130915.0,88.0,1.6,100000.0
2012,124383.0,77.0,1.6,200000.0
2012,124383.0,77.0,1.6,200000.0
2015,197418.0,110.0,2.0,200000.0
2015,197418.0,110.0,2.0,200000.0
2025,1.0,195.0,2.0,1010000.0
2025,1.0,195.0,2.0,1010000.0
2022,40507.0,81.0,1.0,150000.0
2022,40507.0,81.0,1.0,150000.0
2016,136915.0,110.0,2.0,139000.0
2015,120035.0,110.0,2.0,100000.0
2015,120035.0,110.0,2.0,100000.0
2017,267981.0,81.0,1.6,100000.0
2017,267981.0,81.0,1.6,100000.0
2021,115550.0,70.0,1.0,100000.0
2021,115550.0,70.0,1.0,100000.0
2022,19424.0,120.0,1.5,310000.0
2022,19424.0,120.0,1.5,310000.0
2013,230137.0,110.0,2.0,350000.0
2013,230137.0,110.0,2.0,350000.0
2025,7733.0,110.0,2.0,1739000.0
2025,7733.0,110.0,2.0,1739000.0
2013,163998.0,55.0,1.6,60000.0
2013,163998.0,55.0,1.6,60000.0
2014,66517.0,77.0,1.2,170000.0
2014,66517.0,77.0,1.2,170000.0
2014,160239.0,90.0,1.4,150000.0
2014,160239.0,90.0,1.4,150000.0
2017,183477.0,206.0,2.0,250000.0
2017,183477.0,206.0,2.0,250000.0
2013,139545.0,111.0,2.0,210000.0
2013,139545.0,111.0,2.0,210000.0
2011,9846.0,44.0,1.2,100000.0
2011,9846.0,44.0,1.2,100000.0
2014,176230.0,103.0,2.0,100000.0
2014,176230.0,103.0,2.0,100000.0
2011,82150.0,51.0,1.2,50000.0
2011,82150.0,51.0,1.2,50000.0
2020,68138.0,133.0,1.6,250000.0
2020,68138.0,133.0,1.6,250000.0
2019,91662.0,117.0,1.3,100000.0
2019,91662.0,117.0,1.3,100000.0
2013,133200.0,90.0,1.4,200000.0
2013,133200.0,90.0,1.4,200000.0
2016,87489.0,77.0,1.5,200000.0
2016,87489.0,77.0,1.5,200000.0
2011,194487.0,120.0,2.2,100000.0
2011,194487.0,120.0,2.2,100000.0
2025,9914.0,142.0,2.0,2864000.0
2025,9914.0,142.0,2.0,2864000.0
2018,86773.0,88.0,1.0,150000.0
2018,86773.0,88.0,1.0,150000.0
2013,178328.0,77.0,1.6,200000.0
2013,178328.0,77.0,1.6,200000.0
2002,75047.0,50.0,1.4,50000.0
2002,75047.0,50.0,1.4,50000.0
2009,94583.0,97.0,1.6,120000.0
2009,94583.0,97.0,1.6,120000.0
2012,165191.0,63.0,1.2,150000.0
2012,165191.0,63.0,1.2,150000.0
2012,131287.0,155.0,2.0,200000.0
2012,131287.0,155.0,2.0,200000.0
2013,105395.0,60.0,1.2,50000.0
2013,105395.0,60.0,1.2,50000.0
2018,159767.0,103.0,1.4,200000.0
2018,159767.0,103.0,1.4,200000.0
2012,217500.0,77.0,1.6,50000.0
2012,217500.0,77.0,1.6,50000.0
2023,12340.0,75.0,1.2,260000.0
2023,12340.0,75.0,1.2,260000.0
2009,235009.0,74.0,1.2,50000.0
2009,235009.0,74.0,1.2,50000.0
2016,91780.0,81.0,1.5,300000.0
2016,91780.0,81.0,1.5,300000.0
2012,90596.0,66.0,0.9,100000.0
2012,90596.0,66.0,0.9,100000.0
2023,47000.0,81.0,1.0,200000.0
2023,47000.0,81.0,1.0,200000.0
2018,122332.0,81.0,1.0,200000.0
2018,122332.0,81.0,1.0,200000.0
2008,39684.0,60.0,1.2,300000.0
2008,39684.0,60.0,1.2,300000.0
2014,174946.0,85.0,1.2,89000.0
2017,181146.0,110.0,2.0,100000.0
2017,181146.0,110.0,2.0,100000.0
2019,111966.0,44.0,1.0,100000.0
2019,111966.0,44.0,1.0,100000.0
2014,198762.0,190.0,3.0,200000.0
2014,198762.0,190.0,3.0,200000.0
2010,212530.0,80.0,1.6,100000.0
2010,212530.0,80.0,1.6,100000.0
2012,202868.0,118.0,1.4,160000.0
2012,202868.0,118.0,1.4,160000.0
2010,208363.0,80.0,1.6,50000.0
2010,208363.0,80.0,1.6,50000.0
2014,106723.0,77.0,1.2,160000.0
2014,106723.0,77.0,1.2,160000.0
2021,150626.0,90.0,1.5,150000.0
2021,150626.0,90.0,1.5,150000.0
2016,36862.0,60.0,1.6,110000.0
2016,36862.0,60.0,1.6,110000.0
2011,223594.0,120.0,2.0,100000.0
2011,223594.0,120.0,2.0,100000.0
2012,99676.0,77.0,1.2,150000.0
2012,99676.0,77.0,1.2,150000.0
2012,267163.0,120.0,2.0,50000.0
2012,267163.0,120.0,2.0,50000.0
2011,140046.0,85.0,1.6,140000.0
2011,140046.0,85.0,1.6,140000.0
2010,174347.0,77.0,1.6,60000.0
2010,174347.0,77.0,1.6,60000.0
2021,105301.0,81.0,1.0,250000.0
2021,105301.0,81.0,1.0,250000.0
2014,178981.0,85.0,1.6,100000.0
2014,178981.0,85.0,1.6,100000.0
2016,91689.0,96.0,1.2,200000.0
2016,91689.0,96.0,1.2,200000.0
2013,63461.0,59.0,1.2,100000.0
2013,63461.0,59.0,1.2,100000.0
2013,84557.0,74.0,1.0,50000.0
2013,84557.0,74.0,1.0,50000.0
2014,125737.0,77.0,1.2,300000.0
2014,125737.0,77.0,1.2,300000.0
2016,187959.0,147.0,3.2,150000.0
2016,187959.0,147.0,3.2,150000.0
2013,134661.0,74.0,1.0,150000.0
2013,134661.0,74.0,1.0,150000.0
2015,183796.0,88.0,2.0,200000.0
2015,183796.0,88.0,2.0,200000.0
2016,166386.0,140.0,2.0,141000.0
2025,9576.0,110.0,1.5,1799000.0
2025,9576.0,110.0,1.5,1799000.0
2021,105629.0,180.0,2.0,150000.0
2021,105629.0,180.0,2.0,150000.0
2012,119589.0,103.0,1.4,110000.0
2012,119589.0,103.0,1.4,110000.0
2017,197338.0,85.0,1.6,90000.0
2017,197338.0,85.0,1.6,90000.0
2015,73984.0,85.0,1.5,150000.0
2015,73984.0,85.0,1.5,150000.0
2011,190151.0,77.0,1.2,150000.0
2011,190151.0,77.0,1.2,150000.0
2010,282049.0,100.0,2.0,50000.0
2010,282049.0,100.0,2.0,50000.0
2025,10169.0,110.0,2.0,2359000.0
2025,10169.0,110.0,2.0,2359000.0
2015,183303.0,81.0,1.6,200000.0
2015,183303.0,81.0,1.6,200000.0
2010,186496.0,100.0,2.0,70000.0
2010,186496.0,100.0,2.0,70000.0
2012,137541.0,80.0,1.4,150000.0
2012,137541.0,80.0,1.4,150000.0
2022,42487.0,82.0,1.0,12400.0
2015,60695.0,74.0,1.4,100000.0
2015,60695.0,74.0,1.4,100000.0
2014,185966.0,105.0,2.0,200000.0
2014,185966.0,105.0,2.0,200000.0
2014,157006.0,77.0,1.6,81000.0
2019,149966.0,70.0,1.0,50000.0
2019,149966.0,70.0,1.0,50000.0
2015,102553.0,66.0,0.9,100000.0
2015,102553.0,66.0,0.9,100000.0
2018,192119.0,135.0,2.0,200000.0
2018,192119.0,135.0,2.0,200000.0
2018,106429.0,103.0,1.0,460000.0
2018,106429.0,103.0,1.0,460000.0
2018,147771.0,134.0,1.5,200000.0
2018,147771.0,134.0,1.5,200000.0
2012,87733.0,74.0,1.0,110000.0
2012,87733.0,74.0,1.0,110000.0
2016,228323.0,135.0,2.0,160000.0
2016,228323.0,135.0,2.0,160000.0
2017,78390.0,136.0,2.0,110000.0
2017,78390.0,136.0,2.0,110000.0
2016,78238.0,92.0,1.0,100000.0
2016,78238.0,92.0,1.0,100000.0
2013,157004.0,63.0,1.2,100000.0
2013,157004.0,63.0,1.2,100000.0
2015,41387.0,96.0,1.2,150000.0
2015,41387.0,96.0,1.2,150000.0
2018,110762.0,125.0,1.4,200000.0
2018,110762.0,125.0,1.4,200000.0
2018,124791.0,110.0,2.0,100000.0
2018,124791.0,110.0,2.0,100000.0
2025,9648.0,142.0,2.0,3085000.0
2025,9648.0,142.0,2.0,3085000.0
2017,55857.0,81.0,1.2,300000.0
2017,55857.0,81.0,1.2,300000.0
2017,66540.0,66.0,0.9,110000.0
2017,66540.0,66.0,0.9,110000.0
2016,156463.0,125.0,2.2,160000.0
2016,156463.0,125.0,2.2,160000.0
2020,168715.0,110.0,1.5,150000.0
2020,168715.0,110.0,1.5,150000.0
2016,184571.0,92.0,1.4,100000.0
2016,184571.0,92.0,1.4,100000.0
2009,201267.0,129.0,2.2,100000.0
2009,201267.0,129.0,2.2,100000.0
2013,51718.0,63.0,1.2,200000.0
2013,51718.0,63.0,1.2,200000.0
2019,155967.0,81.0,1.6,100000.0
2019,155967.0,81.0,1.6,100000.0
2009,237518.0,165.0,3.0,100000.0
2009,237518.0,165.0,3.0,100000.0
2012,171431.0,66.0,1.6,200000.0
2012,171431.0,66.0,1.6,200000.0
2013,99330.0,63.0,1.2,140000.0
2013,99330.0,63.0,1.2,140000.0
2015,157984.0,96.0,1.7,100000.0
2015,157984.0,96.0,1.7,100000.0
2015,186352.0,81.0,1.6,180000.0
2015,186352.0,81.0,1.6,180000.0
2016,100450.0,100.0,1.6,100000.0
2016,100450.0,100.0,1.6,100000.0
2013,166232.0,110.0,2.0,200000.0
2013,166232.0,110.0,2.0,200000.0
2020,239570.0,140.0,2.0,100000.0
2020,239570.0,140.0,2.0,100000.0
2014,55980.0,96.0,1.2,100000.0
2014,55980.0,96.0,1.2,100000.0
2018,38848.0,85.0,1.2,170000.0
2018,38848.0,85.0,1.2,170000.0
2010,196706.0,77.0,1.6,70000.0
2010,196706.0,77.0,1.6,70000.0
2017,67679.0,85.0,1.2,100000.0
2017,67679.0,85.0,1.2,100000.0
2018,159796.0,66.0,1.4,60000.0
2018,159796.0,66.0,1.4,60000.0
2007,198527.0,74.0,1.6,50000.0
2007,198527.0,74.0,1.6,50000.0
2020,114433.0,110.0,2.0,13110.0
2009,239767.0,81.0,2.0,50000.0
2009,239767.0,81.0,2.0,50000.0
2015,182608.0,110.0,2.0,110000.0
2015,182608.0,110.0,2.0,110000.0
2018,159382.0,130.0,1.6,200000.0
2018,159382.0,130.0,1.6,200000.0
2012,142398.0,77.0,1.2,160000.0
2012,142398.0,77.0,1.2,160000.0
2008,75797.0,61.0,1.2,260000.0
2008,75797.0,61.0,1.2,260000.0
2013,157379.0,63.0,1.2,100000.0
2013,157379.0,63.0,1.2,100000.0
2013,71984.0,81.0,1.6,150000.0
2013,71984.0,81.0,1.6,150000.0
2018,166738.0,140.0,2.0,300000.0
2018,166738.0,140.0,2.0,300000.0
2020,137328.0,110.0,2.0,100000.0
2020,137328.0,110.0,2.0,100000.0
2012,232839.0,103.0,2.0,100000.0
2012,232839.0,103.0,2.0,100000.0
2015,98872.0,88.0,1.6,150000.0
2015,98872.0,88.0,1.6,150000.0
2015,90411.0,88.0,1.4,110000.0
2015,90411.0,88.0,1.4,110000.0
2016,90042.0,73.0,1.6,200000.0
2016,90042.0,73.0,1.6,200000.0
2023,164252.0,110.0,1.5,150000.0
2023,164252.0,110.0,1.5,150000.0
2012,80197.0,85.0,1.6,100000.0
2012,80197.0,85.0,1.6,100000.0
2022,35115.0,110.0,1.6,110000.0
2022,35115.0,110.0,1.6,110000.0
2008,117306.0,63.0,1.4,59000.0
2019,59967.0,81.0,1.2,200000.0
2019,59967.0,81.0,1.2,200000.0
2013,238288.0,103.0,2.0,200000.0
2013,238288.0,103.0,2.0,200000.0
2013,137247.0,77.0,1.2,160000.0
2013,137247.0,77.0,1.2,160000.0
2013,163282.0,132.0,1.8,150000.0
2013,163282.0,132.0,1.8,150000.0
2009,92232.0,90.0,1.4,250000.0
2009,92232.0,90.0,1.4,250000.0
2008,248050.0,85.0,1.8,100000.0
2008,248050.0,85.0,1.8,100000.0
2014,185711.0,105.0,2.0,200000.0
2014,185711.0,105.0,2.0,200000.0
2015,134725.0,60.0,1.2,50000.0
2015,134725.0,60.0,1.2,50000.0
2012,103970.0,92.0,1.6,150000.0
2012,103970.0,92.0,1.6,150000.0
2016,100598.0,140.0,2.0,100000.0
2016,100598.0,140.0,2.0,100000.0
2019,135792.0,81.0,1.0,160000.0
2019,135792.0,81.0,1.0,160000.0
2016,144859.0,136.0,2.0,210000.0
2016,144859.0,136.0,2.0,210000.0
2007,169813.0,74.0,1.7,50000.0
2007,169813.0,74.0,1.7,50000.0
2020,80337.0,110.0,1.5,310000.0
2020,80337.0,110.0,1.5,310000.0
2022,215597.0,147.0,2.0,200000.0
2022,215597.0,147.0,2.0,200000.0
2012,150440.0,103.0,1.4,60000.0
2012,150440.0,103.0,1.4,60000.0
2015,95888.0,84.0,1.6,100000.0
2015,95888.0,84.0,1.6,100000.0
2022,56535.0,110.0,1.6,150000.0
2022,56535.0,110.0,1.6,150000.0
2016,78141.0,81.0,1.2,110000.0
2016,78141.0,81.0,1.2,110000.0
2009,64734.0,74.0,1.3,60000.0
2009,64734.0,74.0,1.3,60000.0
2023,18395.0,110.0,1.5,110000.0
2023,18395.0,110.0,1.5,110000.0
2015,153376.0,96.0,1.6,170000.0
2011,129247.0,84.0,1.6,50000.0
2011,129247.0,84.0,1.6,50000.0
2011,204336.0,82.0,1.6,50000.0
2011,204336.0,82.0,1.6,50000.0
2011,172931.0,77.0,1.2,60000.0
2011,172931.0,77.0,1.2,60000.0
2015,139257.0,81.0,1.6,60000.0
2015,139257.0,81.0,1.6,60000.0
2020,85318.0,110.0,1.5,100000.0
2020,85318.0,110.0,1.5,100000.0
2020,135652.0,103.0,1.4,100000.0
2020,135652.0,103.0,1.4,100000.0
2012,81160.0,103.0,2.0,200000.0
2012,81160.0,103.0,2.0,200000.0
2010,148904.0,77.0,1.2,50000.0
2010,148904.0,77.0,1.2,50000.0
2020,145101.0,96.0,1.5,410000.0
2020,145101.0,96.0,1.5,410000.0
2017,126960.0,70.0,1.4,50000.0
2017,126960.0,70.0,1.4,50000.0
2025,7291.0,110.0,2.0,2722000.0
2025,7291.0,110.0,2.0,2722000.0
2020,180554.0,85.0,1.6,150000.0
2020,180554.0,85.0,1.6,150000.0
2021,134937.0,70.0,1.0,100000.0
2021,134937.0,70.0,1.0,100000.0
2014,117679.0,90.0,1.4,100000.0
2014,117679.0,90.0,1.4,100000.0
2014,137990.0,77.0,1.2,50000.0
2014,137990.0,77.0,1.2,50000.0
2018,74261.0,96.0,1.2,100000.0
2018,74261.0,96.0,1.2,100000.0
2011,111933.0,82.0,1.6,150000.0
2011,111933.0,82.0,1.6,150000.0
2020,200483.0,140.0,2.0,110000.0
2020,200483.0,140.0,2.0,110000.0
2023,80639.0,117.0,1.5,100000.0
2023,80639.0,117.0,1.5,100000.0
2017,126080.0,81.0,1.0,100000.0
2017,126080.0,81.0,1.0,100000.0
2012,146677.0,135.0,2.0,300000.0
2012,146677.0,135.0,2.0,300000.0
2018,170608.0,70.0,1.5,100000.0
2018,170608.0,70.0,1.5,100000.0
2013,192236.0,77.0,1.2,100000.0
2013,192236.0,77.0,1.2,100000.0
2017,162571.0,173.0,2.0,14820.0
2016,194889.0,88.0,1.6,68000.0
2013,24675.0,60.0,1.2,100000.0
2013,24675.0,60.0,1.2,100000.0
2013,103894.0,44.0,1.0,50000.0
2013,103894.0,44.0,1.0,50000.0
2021,147871.0,70.0,1.0,60000.0
2021,147871.0,70.0,1.0,60000.0
2021,140046.0,70.0,1.0,100000.0
2021,140046.0,70.0,1.0,100000.0
2012,186757.0,85.0,1.7,100000.0
2012,186757.0,85.0,1.7,100000.0
2025,6003.0,110.0,2.0,2424000.0
2025,6003.0,110.0,2.0,2424000.0
2020,146639.0,81.0,1.0,100000.0
2020,146639.0,81.0,1.0,100000.0
2012,83732.0,110.0,2.0,100000.0
2012,83732.0,110.0,2.0,100000.0
2021,123780.0,110.0,1.5,100000.0
2021,123780.0,110.0,1.5,100000.0
2011,109944.0,90.0,1.4,150000.0
2011,109944.0,90.0,1.4,150000.0
2018,133928.0,70.0,1.0,190000.0
2018,133928.0,70.0,1.0,190000.0
2019,113307.0,44.0,1.0,50000.0
2019,113307.0,44.0,1.0,50000.0
2012,146635.0,96.0,1.6,64000.0
2015,122898.0,85.0,1.2,200000.0
2015,122898.0,85.0,1.2,200000.0
2016,141716.0,190.0,3.0,100000.0
2016,141716.0,190.0,3.0,100000.0
2018,67272.0,96.0,1.5,1050000.0
2018,67272.0,96.0,1.5,1050000.0
2011,75557.0,63.0,1.2,50000.0
2011,75557.0,63.0,1.2,50000.0
2010,175411.0,77.0,1.6,100000.0
2010,175411.0,77.0,1.6,100000.0
2015,46275.0,44.0,1.0,150000.0
2015,46275.0,44.0,1.0,150000.0
2021,61902.0,81.0,1.0,10070.0
2014,178047.0,77.0,1.2,100000.0
2014,178047.0,77.0,1.2,100000.0
2008,51074.0,60.0,1.2,100000.0
2008,51074.0,60.0,1.2,100000.0
2014,149428.0,88.0,1.6,350000.0
2014,149428.0,88.0,1.6,350000.0
2012,77960.0,96.0,1.4,60000.0
2012,77960.0,96.0,1.4,60000.0
2011,168063.0,63.0,1.2,50000.0
2011,168063.0,63.0,1.2,50000.0
2018,63160.0,96.0,1.2,100000.0
2018,63160.0,96.0,1.2,100000.0
2008,81290.0,96.0,1.2,110000.0
2008,81290.0,96.0,1.2,110000.0
2018,89721.0,96.0,1.2,100000.0
2018,89721.0,96.0,1.2,100000.0
2010,91430.0,63.0,1.2,76000.0
2008,6751.0,75.0,1.2,120000.0
2008,6751.0,75.0,1.2,120000.0
2020,169759.0,70.0,1.0,60000.0
2020,169759.0,70.0,1.0,60000.0
2018,117918.0,70.0,1.0,100000.0
2018,117918.0,70.0,1.0,100000.0
2017,162755.0,110.0,1.4,150000.0
2017,162755.0,110.0,1.4,150000.0
2014,218601.0,77.0,1.6,100000.0
2014,218601.0,77.0,1.6,100000.0
2021,35548.0,81.0,1.0,12540.0
2018,102929.0,121.0,1.6,200000.0
2018,102929.0,121.0,1.6,200000.0
2020,34975.0,110.0,1.5,100000.0
2020,34975.0,110.0,1.5,100000.0
2012,268726.0,77.0,1.6,50000.0
2012,268726.0,77.0,1.6,50000.0
2018,83442.0,132.0,2.0,210000.0
2018,83442.0,132.0,2.0,210000.0
2014,109785.0,77.0,1.2,50000.0
2014,109785.0,77.0,1.2,50000.0
2021,176207.0,100.0,1.6,13110.0
2012,116976.0,100.0,2.0,100000.0
2012,116976.0,100.0,2.0,100000.0
2019,150833.0,96.0,1.5,110000.0
2019,150833.0,96.0,1.5,110000.0
2018,69208.0,44.0,1.0,100000.0
2018,69208.0,44.0,1.0,100000.0
2003,192556.0,96.0,1.9,60000.0
2003,192556.0,96.0,1.9,60000.0
2018,156860.0,132.0,2.0,14250.0
2014,151500.0,88.0,1.4,50000.0
2014,151500.0,88.0,1.4,50000.0
2020,126065.0,140.0,2.0,11400.0
2018,124961.0,121.0,2.0,11970.0
2019,102362.0,100.0,1.6,12230.0
2021,142410.0,55.0,1.2,50000.0
2021,142410.0,55.0,1.2,50000.0
2020,150030.0,85.0,2.0,110000.0
2020,150030.0,85.0,2.0,110000.0
2019,104808.0,110.0,2.0,110000.0
2019,104808.0,110.0,2.0,110000.0
2018,196145.0,81.0,1.0,160000.0
2018,196145.0,81.0,1.0,160000.0
2015,169352.0,180.0,2.0,110000.0
2015,169352.0,180.0,2.0,110000.0
2013,165263.0,77.0,1.6,200000.0
2013,165263.0,77.0,1.6,200000.0
2018,125257.0,70.0,1.0,100000.0
2018,125257.0,70.0,1.0,100000.0
2020,165028.0,110.0,2.0,15820.0
2008,55051.0,96.0,1.2,300000.0
2008,55051.0,96.0,1.2,300000.0
2017,178546.0,85.0,1.0,70000.0
2017,178546.0,85.0,1.0,70000.0
2011,199854.0,103.0,2.0,50000.0
2011,199854.0,103.0,2.0,50000.0
2016,136554.0,140.0,2.0,50000.0
2016,136554.0,140.0,2.0,50000.0
